ai_app_id,ability_id,r,r_mean,r_sd,r_min,r_max,n,r_range
4,67,0.05,0.06,0.017320508075688773,0.05,0.08,3,0.03
4,68,0.05,0.043333333333333335,0.011547005383792518,0.03,0.05,3,0.020000000000000004
4,69,0.3,0.2833333333333333,0.02886751345948128,0.25,0.3,3,0.04999999999999999
4,70,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
4,71,0.13,0.12666666666666668,0.02516611478423584,0.1,0.15,3,0.04999999999999999
4,72,0.25,0.2333333333333333,0.02886751345948128,0.2,0.25,3,0.04999999999999999
4,73,0.4,0.3666666666666667,0.0577350269189626,0.3,0.4,3,0.10000000000000003
4,74,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
4,75,0.15,0.13333333333333333,0.02886751345948128,0.1,0.15,3,0.04999999999999999
5,59,0.3,0.32666666666666666,0.04618802153517007,0.3,0.38,3,0.08000000000000002
5,60,0.2,0.19999999999999998,0.05,0.15,0.25,3,0.1
5,61,0.2,0.25,0.08660254037844387,0.2,0.35,3,0.14999999999999997
5,62,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
5,63,0.05,0.043333333333333335,0.011547005383792518,0.03,0.05,3,0.020000000000000004
5,64,0.25,0.2833333333333333,0.05773502691896256,0.25,0.35,3,0.09999999999999998
5,65,0.03,0.03333333333333333,0.015275252316519468,0.02,0.05,3,0.030000000000000002
5,66,0.05,0.06666666666666667,0.02886751345948129,0.05,0.1,3,0.05
5,67,0.08,0.07666666666666667,0.02516611478423583,0.05,0.1,3,0.05
5,68,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
5,69,0.25,0.2333333333333333,0.02886751345948128,0.2,0.25,3,0.04999999999999999
5,70,0.02,0.03,0.017320508075688777,0.02,0.05,3,0.030000000000000002
5,71,0.1,0.10000000000000002,0.0,0.1,0.1,3,0.0
5,72,0.15,0.16666666666666666,0.0288675134594813,0.15,0.2,3,0.05000000000000002
5,73,0.05,0.08333333333333333,0.05773502691896258,0.05,0.15,3,0.09999999999999999
5,74,0.02,0.02,0.0,0.02,0.02,3,0.0
5,75,0.03,0.03333333333333333,0.015275252316519468,0.02,0.05,3,0.030000000000000002
6,59,0.7,0.7166666666666667,0.028867513459481322,0.7,0.75,3,0.050000000000000044
6,60,0.35,0.3499999999999999,0.0,0.35,0.35,3,0.0
6,61,0.35,0.3666666666666667,0.02886751345948131,0.35,0.4,3,0.050000000000000044
6,62,0.1,0.10000000000000002,0.0,0.1,0.1,3,0.0
6,63,0.1,0.08333333333333333,0.02886751345948129,0.05,0.1,3,0.05
6,64,0.2,0.21666666666666667,0.02886751345948128,0.2,0.25,3,0.04999999999999999
6,65,0.2,0.18333333333333335,0.02886751345948131,0.15,0.2,3,0.05000000000000002
6,66,0.15,0.15,0.0,0.15,0.15,3,0.0
6,67,0.15,0.13333333333333333,0.02886751345948128,0.1,0.15,3,0.04999999999999999
6,68,0.1,0.09000000000000001,0.03605551275463988,0.05,0.12,3,0.06999999999999999
6,69,0.35,0.3333333333333333,0.07637626158259733,0.25,0.4,3,0.15000000000000002
6,70,0.15,0.16666666666666666,0.02886751345948129,0.15,0.2,3,0.05000000000000002
6,71,0.2,0.18333333333333335,0.02886751345948131,0.15,0.2,3,0.05000000000000002
6,72,0.35,0.35000000000000003,0.05000000000000004,0.3,0.4,3,0.10000000000000003
6,73,0.5,0.45,0.08660254037844388,0.35,0.5,3,0.15000000000000002
6,74,0.3,0.26666666666666666,0.05773502691896256,0.2,0.3,3,0.09999999999999998
6,75,0.25,0.21666666666666667,0.05773502691896258,0.15,0.25,3,0.1
7,59,0.85,0.8333333333333334,0.02886751345948125,0.8,0.85,3,0.04999999999999993
7,60,0.6,0.6,0.0,0.6,0.6,3,0.0
7,61,0.6,0.6166666666666667,0.028867513459481322,0.6,0.65,3,0.050000000000000044
7,62,0.3,0.2833333333333333,0.02886751345948129,0.25,0.3,3,0.04999999999999999
7,63,0.25,0.2333333333333333,0.02886751345948128,0.2,0.25,3,0.04999999999999999
7,64,0.55,0.5499999999999999,0.04999999999999996,0.5,0.6,3,0.09999999999999998
7,65,0.45,0.4166666666666667,0.05773502691896258,0.35,0.45,3,0.10000000000000003
7,66,0.3,0.3,0.0,0.3,0.3,3,0.0
7,67,0.3,0.2833333333333333,0.02886751345948129,0.25,0.3,3,0.04999999999999999
7,68,0.2,0.21666666666666667,0.02886751345948128,0.2,0.25,3,0.04999999999999999
7,69,0.6,0.6166666666666667,0.028867513459481298,0.6,0.65,3,0.050000000000000044
7,70,0.3,0.31666666666666665,0.02886751345948129,0.3,0.35,3,0.04999999999999999
7,71,0.5,0.48333333333333334,0.028867513459481298,0.45,0.5,3,0.04999999999999999
7,72,0.6,0.6266666666666666,0.04618802153517011,0.6,0.68,3,0.08000000000000007
7,73,0.5,0.48333333333333334,0.02886751345948128,0.45,0.5,3,0.04999999999999999
7,74,0.35,0.35000000000000003,0.050000000000000024,0.3,0.4,3,0.10000000000000003
7,75,0.25,0.2333333333333333,0.02886751345948128,0.2,0.25,3,0.04999999999999999
8,59,0.8,0.7833333333333333,0.028867513459481322,0.75,0.8,3,0.050000000000000044
8,60,0.4,0.4000000000000001,0.0,0.4,0.4,3,0.0
8,61,0.4,0.43333333333333335,0.05773502691896256,0.4,0.5,3,0.09999999999999998
8,62,0.2,0.18333333333333335,0.02886751345948131,0.15,0.2,3,0.05000000000000002
8,63,0.15,0.16666666666666666,0.02886751345948129,0.15,0.2,3,0.05000000000000002
8,64,0.2,0.18333333333333335,0.02886751345948131,0.15,0.2,3,0.05000000000000002
8,65,0.2,0.18333333333333335,0.028867513459481298,0.15,0.2,3,0.05000000000000002
8,66,0.25,0.25,0.0,0.25,0.25,3,0.0
8,67,0.2,0.18333333333333335,0.028867513459481298,0.15,0.2,3,0.05000000000000002
8,68,0.15,0.15,0.0,0.15,0.15,3,0.0
8,69,0.2,0.21666666666666667,0.02886751345948128,0.2,0.25,3,0.04999999999999999
8,70,0.1,0.08333333333333333,0.02886751345948129,0.05,0.1,3,0.05
8,71,0.1,0.08333333333333333,0.02886751345948129,0.05,0.1,3,0.05
8,72,0.2,0.18333333333333335,0.02886751345948131,0.15,0.2,3,0.05000000000000002
8,73,0.2,0.2333333333333333,0.05773502691896256,0.2,0.3,3,0.09999999999999998
8,74,0.15,0.11666666666666665,0.057735026918962574,0.05,0.15,3,0.09999999999999999
8,75,0.03,0.03666666666666667,0.011547005383792518,0.03,0.05,3,0.020000000000000004
9,59,0.25,0.25,0.04999999999999999,0.2,0.3,3,0.09999999999999998
9,60,0.4,0.3833333333333333,0.02886751345948131,0.35,0.4,3,0.050000000000000044
9,61,0.35,0.3333333333333333,0.028867513459481298,0.3,0.35,3,0.04999999999999999
9,62,0.15,0.16666666666666666,0.0288675134594813,0.15,0.2,3,0.05000000000000002
9,63,0.15,0.16666666666666666,0.02886751345948129,0.15,0.2,3,0.05000000000000002
9,64,0.15,0.13999999999999999,0.017320508075688773,0.12,0.15,3,0.03
9,65,0.15,0.13333333333333333,0.02886751345948128,0.1,0.15,3,0.04999999999999999
9,66,0.3,0.3,0.04999999999999999,0.25,0.35,3,0.09999999999999998
9,67,0.15,0.15,0.05,0.1,0.2,3,0.1
9,68,0.1,0.10000000000000002,0.0,0.1,0.1,3,0.0
9,69,0.15,0.16666666666666666,0.0288675134594813,0.15,0.2,3,0.05000000000000002
9,70,0.1,0.11666666666666665,0.02886751345948128,0.1,0.15,3,0.04999999999999999
9,71,0.1,0.11666666666666665,0.02886751345948128,0.1,0.15,3,0.04999999999999999
9,72,0.1,0.11666666666666665,0.02886751345948128,0.1,0.15,3,0.04999999999999999
9,73,0.4,0.3666666666666667,0.05773502691896262,0.3,0.4,3,0.10000000000000003
9,74,0.15,0.13333333333333333,0.02886751345948128,0.1,0.15,3,0.04999999999999999
9,75,0.05,0.04,0.017320508075688773,0.02,0.05,3,0.030000000000000002
10,59,0.72,0.7066666666666667,0.05131601439446883,0.65,0.75,3,0.09999999999999998
10,60,0.55,0.5666666666666668,0.028867513459481256,0.55,0.6,3,0.04999999999999993
10,61,0.55,0.5333333333333333,0.028867513459481322,0.5,0.55,3,0.050000000000000044
10,62,0.2,0.18333333333333335,0.02886751345948131,0.15,0.2,3,0.05000000000000002
10,63,0.13,0.13333333333333333,0.01527525231651946,0.12,0.15,3,0.03
10,64,0.4,0.39999999999999997,0.05000000000000004,0.35,0.45,3,0.10000000000000003
10,65,0.3,0.26666666666666666,0.05773502691896256,0.2,0.3,3,0.09999999999999998
10,66,0.2,0.2333333333333333,0.05773502691896256,0.2,0.3,3,0.09999999999999998
10,67,0.4,0.4000000000000001,0.0,0.4,0.4,3,0.0
10,68,0.12,0.12333333333333334,0.02516611478423583,0.1,0.15,3,0.04999999999999999
10,69,0.5,0.5,0.0,0.5,0.5,3,0.0
10,70,0.3,0.2833333333333333,0.028867513459481266,0.25,0.3,3,0.04999999999999999
10,71,0.2,0.2333333333333333,0.05773502691896256,0.2,0.3,3,0.09999999999999998
10,72,0.6,0.5833333333333334,0.028867513459481298,0.55,0.6,3,0.04999999999999993
10,73,0.85,0.86,0.017320508075688787,0.85,0.88,3,0.030000000000000027
10,74,0.45,0.43333333333333335,0.028867513459481266,0.4,0.45,3,0.04999999999999999
10,75,0.65,0.6333333333333333,0.028867513459481322,0.6,0.65,3,0.050000000000000044
11,59,0.6,0.6166666666666667,0.07637626158259729,0.55,0.7,3,0.1499999999999999
11,60,0.15,0.13333333333333333,0.02886751345948128,0.1,0.15,3,0.04999999999999999
11,61,0.1,0.08333333333333333,0.02886751345948129,0.05,0.1,3,0.05
11,62,0.05,0.043333333333333335,0.011547005383792518,0.03,0.05,3,0.020000000000000004
11,63,0.05,0.043333333333333335,0.011547005383792518,0.03,0.05,3,0.020000000000000004
11,64,0.15,0.15,0.05000000000000001,0.1,0.2,3,0.1
11,65,0.1,0.10000000000000002,0.0,0.1,0.1,3,0.0
11,66,0.03,0.03333333333333333,0.015275252316519468,0.02,0.05,3,0.030000000000000002
11,67,0.08,0.07666666666666667,0.02516611478423583,0.05,0.1,3,0.05
11,68,0.05,0.043333333333333335,0.011547005383792518,0.03,0.05,3,0.020000000000000004
11,69,0.3,0.3,0.049999999999999975,0.25,0.35,3,0.09999999999999998
11,70,0.08,0.07666666666666667,0.025166114784235832,0.05,0.1,3,0.05
11,71,0.25,0.2333333333333333,0.02886751345948128,0.2,0.25,3,0.04999999999999999
11,72,0.4,0.3833333333333333,0.02886751345948131,0.35,0.4,3,0.050000000000000044
11,73,0.1,0.10666666666666667,0.011547005383792507,0.1,0.12,3,0.01999999999999999
11,74,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
11,75,0.2,0.18333333333333335,0.028867513459481298,0.15,0.2,3,0.05000000000000002
12,59,0.5,0.4666666666666666,0.05773502691896256,0.4,0.5,3,0.09999999999999998
12,60,0.25,0.25,0.0,0.25,0.25,3,0.0
12,61,0.12,0.12333333333333334,0.025166114784235825,0.1,0.15,3,0.04999999999999999
12,62,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
12,63,0.03,0.03333333333333333,0.015275252316519468,0.02,0.05,3,0.030000000000000002
12,64,0.1,0.09999999999999999,0.04999999999999999,0.05,0.15,3,0.09999999999999999
12,65,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
12,66,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
12,67,0.15,0.13333333333333333,0.02886751345948128,0.1,0.15,3,0.04999999999999999
12,68,0.05,0.05333333333333334,0.025166114784235832,0.03,0.08,3,0.05
12,69,0.2,0.21666666666666667,0.07637626158259735,0.15,0.3,3,0.15
12,70,0.1,0.11666666666666665,0.02886751345948128,0.1,0.15,3,0.04999999999999999
12,71,0.2,0.18333333333333335,0.02886751345948131,0.15,0.2,3,0.05000000000000002
12,72,0.4,0.3833333333333333,0.028867513459481322,0.35,0.4,3,0.050000000000000044
12,73,0.25,0.2333333333333333,0.02886751345948128,0.2,0.25,3,0.04999999999999999
12,74,0.05,0.05666666666666667,0.011547005383792518,0.05,0.07,3,0.020000000000000004
12,75,0.15,0.13999999999999999,0.01732050807568877,0.12,0.15,3,0.03
13,59,0.8,0.8066666666666666,0.011547005383792509,0.8,0.82,3,0.019999999999999907
13,60,0.72,0.73,0.017320508075688787,0.72,0.75,3,0.030000000000000027
13,61,0.72,0.7166666666666667,0.03511884584284246,0.68,0.75,3,0.06999999999999995
13,62,0.5,0.5,0.05000000000000001,0.45,0.55,3,0.10000000000000003
13,63,0.4,0.4166666666666667,0.02886751345948128,0.4,0.45,3,0.04999999999999999
13,64,0.6,0.6166666666666667,0.028867513459481322,0.6,0.65,3,0.050000000000000044
13,65,0.6,0.5833333333333334,0.028867513459481266,0.55,0.6,3,0.04999999999999993
13,66,0.55,0.5499999999999999,0.049999999999999975,0.5,0.6,3,0.09999999999999998
13,67,0.45,0.43333333333333335,0.028867513459481266,0.4,0.45,3,0.04999999999999999
13,68,0.3,0.2833333333333333,0.02886751345948128,0.25,0.3,3,0.04999999999999999
13,69,0.6,0.6066666666666666,0.011547005383792533,0.6,0.62,3,0.020000000000000018
13,70,0.4,0.4166666666666667,0.028867513459481273,0.4,0.45,3,0.04999999999999999
13,71,0.55,0.5499999999999999,0.049999999999999975,0.5,0.6,3,0.09999999999999998
13,72,0.65,0.65,0.05000000000000002,0.6,0.7,3,0.09999999999999998
13,73,0.35,0.35000000000000003,0.05000000000000004,0.3,0.4,3,0.10000000000000003
13,74,0.4,0.4000000000000001,0.0,0.4,0.4,3,0.0
13,75,0.15,0.15,0.0,0.15,0.15,3,0.0
