ai_app_id,ability_id,level,lo,hi,n,range
2,2,1.5,1.4,1.5,3,0.10000000000000009
2,3,1.0,1.0,1.0,3,0.0
2,4,1.0,1.0,1.0,3,0.0
2,5,2.3,2.0,2.5,3,0.5
2,6,2.8,2.5,2.8,3,0.2999999999999998
2,7,3.5,3.5,3.5,3,0.0
2,8,3.5,3.4,3.8,3,0.3999999999999999
2,9,3.4,3.4,3.4,3,0.0
2,10,4.5,4.3,4.5,3,0.20000000000000018
2,11,3.0,2.8,3.0,3,0.20000000000000018
2,12,1.5,1.5,1.5,3,0.0
2,13,2.0,1.5,2.0,3,0.5
2,14,4.5,4.0,4.5,3,0.5
2,15,4.8,4.8,5.0,3,0.20000000000000018
2,16,4.7,4.7,5.0,3,0.2999999999999998
2,17,5.5,5.5,5.5,3,0.0
2,18,4.5,4.3,4.5,3,0.20000000000000018
2,19,5.7,5.5,5.8,3,0.2999999999999998
2,20,4.5,4.5,4.5,3,0.0
2,21,4.8,4.7,5.0,3,0.2999999999999998
2,22,1.0,1.0,1.0,3,0.0
2,23,2.0,1.0,2.5,3,1.5
2,24,1.0,1.0,1.5,3,0.5
2,25,4.5,4.3,4.7,3,0.40000000000000036
2,26,2.0,1.2,2.5,3,1.3
2,27,5.0,5.0,5.3,3,0.2999999999999998
2,28,5.0,5.0,5.2,3,0.20000000000000018
2,29,5.0,5.0,5.5,3,0.5
2,30,5.0,3.5,5.5,3,2.0
2,31,1.0,1.0,1.0,3,0.0
2,32,1.0,1.0,1.0,3,0.0
2,33,1.0,1.0,1.0,3,0.0
2,34,1.0,1.0,1.0,3,0.0
2,35,1.0,1.0,1.0,3,0.0
2,36,1.0,1.0,1.0,3,0.0
2,37,1.0,1.0,1.0,3,0.0
2,38,1.0,1.0,1.0,3,0.0
2,39,1.0,1.0,1.0,3,0.0
2,40,1.0,1.0,1.0,3,0.0
2,41,4.0,3.5,4.0,3,0.5
2,42,1.0,1.0,1.0,3,0.0
2,43,4.0,4.0,4.2,3,0.20000000000000018
2,44,4.0,3.0,4.5,3,1.5
2,45,2.8,2.5,3.0,3,0.5
2,46,1.0,1.0,1.0,3,0.0
2,47,1.0,1.0,1.0,3,0.0
2,48,1.0,1.0,1.0,3,0.0
2,49,1.2,1.0,1.2,3,0.19999999999999996
2,50,1.4,1.2,1.5,3,0.30000000000000004
2,51,1.0,1.0,1.0,3,0.0
2,52,1.0,1.0,1.0,3,0.0
2,53,1.5,1.3,1.5,3,0.19999999999999996
2,54,3.4,3.0,3.4,3,0.3999999999999999
2,55,1.0,1.0,1.0,3,0.0
2,56,1.0,1.0,1.2,3,0.19999999999999996
2,57,1.0,1.0,1.3,3,0.30000000000000004
2,58,1.0,1.0,1.0,3,0.0
3,1,1.0,1.0,1.0,3,0.0
3,2,1.5,1.2,2.0,3,0.8
3,3,1.0,1.0,1.0,3,0.0
3,4,1.2,1.0,1.4,3,0.3999999999999999
3,5,1.2,1.0,1.5,3,0.5
3,6,1.0,1.0,1.0,3,0.0
3,7,3.0,2.8,3.0,3,0.20000000000000018
3,8,2.0,1.8,2.2,3,0.40000000000000013
3,9,2.2,2.2,2.5,3,0.2999999999999998
3,10,2.0,1.5,2.0,3,0.5
3,11,3.0,3.0,3.0,3,0.0
3,12,1.0,1.0,1.0,3,0.0
3,13,1.0,1.0,1.0,3,0.0
3,14,3.0,2.5,3.0,3,0.5
3,15,4.0,4.0,4.0,3,0.0
3,16,5.0,4.5,5.0,3,0.5
3,17,5.8,5.5,6.0,3,0.5
3,18,1.5,1.3,1.8,3,0.5
3,19,1.5,1.5,1.5,3,0.0
3,20,4.2,4.0,4.2,3,0.20000000000000018
3,21,1.5,1.4,1.5,3,0.10000000000000009
3,22,1.0,1.0,1.0,3,0.0
3,23,1.0,1.0,1.0,3,0.0
3,24,1.0,1.0,1.0,3,0.0
3,25,1.0,1.0,1.0,3,0.0
3,26,1.0,1.0,1.0,3,0.0
3,27,1.0,1.0,1.0,3,0.0
3,28,1.0,1.0,1.0,3,0.0
3,29,1.5,1.5,3.0,3,1.5
3,30,1.0,1.0,1.0,3,0.0
3,31,1.0,1.0,1.0,3,0.0
3,32,1.0,1.0,1.0,3,0.0
3,33,1.0,1.0,1.0,3,0.0
3,34,1.0,1.0,1.0,3,0.0
3,35,1.0,1.0,1.0,3,0.0
3,36,1.0,1.0,1.0,3,0.0
3,37,1.0,1.0,1.0,3,0.0
3,38,1.0,1.0,1.0,3,0.0
3,39,1.0,1.0,1.0,3,0.0
3,40,1.0,1.0,1.0,3,0.0
3,41,5.0,4.5,5.0,3,0.5
3,42,4.0,3.5,4.5,3,1.0
3,43,1.5,1.5,2.3,3,0.7999999999999998
3,44,1.8,1.3,1.8,3,0.5
3,45,4.3,3.5,4.5,3,1.0
3,46,3.0,2.3,4.0,3,1.7000000000000002
3,47,3.8,3.3,4.0,3,0.7000000000000002
3,48,1.0,1.0,1.0,3,0.0
3,49,1.0,1.0,1.0,3,0.0
3,50,1.0,1.0,1.0,3,0.0
3,51,1.0,1.0,1.0,3,0.0
3,52,1.0,1.0,1.0,3,0.0
3,53,1.4,1.3,1.4,3,0.09999999999999987
3,54,1.0,1.0,1.0,3,0.0
3,55,1.0,1.0,1.0,3,0.0
3,56,1.0,1.0,1.0,3,0.0
3,57,1.0,1.0,1.0,3,0.0
3,58,1.0,1.0,1.0,3,0.0
4,1,1.5,1.0,2.5,3,1.5
4,2,4.2,3.5,4.5,3,1.0
4,3,3.0,2.5,3.5,3,1.0
4,4,3.5,3.4,3.5,3,0.10000000000000009
4,5,4.2,4.2,4.5,3,0.2999999999999998
4,6,2.3,2.2,2.3,3,0.09999999999999964
4,7,3.0,3.0,3.0,3,0.0
4,8,3.5,3.5,3.5,3,0.0
4,9,3.2,3.0,3.2,3,0.20000000000000018
4,10,3.0,2.5,3.0,3,0.5
4,11,3.4,3.0,3.5,3,0.5
4,12,2.5,2.5,3.0,3,0.5
4,13,2.5,2.3,2.7,3,0.40000000000000036
4,14,4.3,4.0,4.5,3,0.5
4,15,4.0,4.0,4.2,3,0.20000000000000018
4,16,3.2,3.2,3.4,3,0.19999999999999973
4,17,3.0,3.0,3.2,3,0.20000000000000018
4,18,2.0,1.9,2.1,3,0.20000000000000018
4,19,2.3,2.2,2.5,3,0.2999999999999998
4,20,3.0,3.0,3.5,3,0.5
4,21,2.2,2.2,2.5,3,0.2999999999999998
4,22,1.0,1.0,1.0,3,0.0
4,23,1.0,1.0,1.0,3,0.0
4,24,1.0,1.0,1.0,3,0.0
4,25,1.0,1.0,1.0,3,0.0
4,26,1.0,1.0,1.0,3,0.0
4,27,1.0,1.0,1.0,3,0.0
4,28,1.0,1.0,1.0,3,0.0
4,29,1.0,1.0,1.0,3,0.0
4,30,1.0,1.0,1.0,3,0.0
4,31,1.0,1.0,1.0,3,0.0
4,32,1.0,1.0,1.0,3,0.0
4,33,1.0,1.0,1.0,3,0.0
4,34,1.0,1.0,1.0,3,0.0
4,35,1.0,1.0,1.0,3,0.0
4,36,1.0,1.0,1.0,3,0.0
4,37,1.0,1.0,1.0,3,0.0
4,38,1.0,1.0,1.0,3,0.0
4,39,1.0,1.0,1.0,3,0.0
4,40,1.0,1.0,1.0,3,0.0
4,41,4.3,4.0,4.3,3,0.2999999999999998
4,42,3.0,2.5,3.0,3,0.5
4,43,1.5,1.0,2.0,3,1.0
4,44,1.8,1.7,1.8,3,0.10000000000000009
4,45,2.5,2.5,3.0,3,0.5
4,46,2.0,2.0,2.5,3,0.5
4,47,2.5,1.5,2.5,3,1.0
4,48,1.0,1.0,1.0,3,0.0
4,49,1.0,1.0,1.0,3,0.0
4,50,1.0,1.0,1.0,3,0.0
4,51,1.0,1.0,1.0,3,0.0
4,52,1.0,1.0,1.0,3,0.0
4,53,2.3,2.2,2.4,3,0.19999999999999973
4,54,1.0,1.0,1.0,3,0.0
4,55,1.0,1.0,1.0,3,0.0
4,56,1.0,1.0,1.0,3,0.0
4,57,2.8,2.5,3.0,3,0.5
4,58,2.0,1.5,2.0,3,0.5
5,1,1.0,1.0,1.5,3,0.5
5,2,3.2,3.0,3.4,3,0.3999999999999999
5,3,1.0,1.0,1.0,3,0.0
5,4,2.0,2.0,2.0,3,0.0
5,5,4.0,4.0,4.3,3,0.2999999999999998
5,6,3.4,3.4,3.5,3,0.10000000000000009
5,7,1.5,1.5,1.5,3,0.0
5,8,2.5,2.3,2.5,3,0.20000000000000018
5,9,2.3,2.3,2.5,3,0.20000000000000018
5,10,3.0,3.0,3.2,3,0.20000000000000018
5,11,2.5,2.4,3.0,3,0.6000000000000001
5,12,1.5,1.5,1.5,3,0.0
5,13,1.0,1.0,1.0,3,0.0
5,14,3.5,3.5,4.0,3,0.5
5,15,3.0,2.5,3.2,3,0.7000000000000002
5,16,2.5,1.5,2.5,3,1.0
5,17,1.5,1.5,1.5,3,0.0
5,18,1.0,1.0,1.8,3,0.8
5,19,3.4,3.2,3.5,3,0.2999999999999998
5,20,2.0,2.0,2.5,3,0.5
5,21,2.2,1.5,2.5,3,1.0
5,22,1.0,1.0,1.0,3,0.0
5,23,1.0,1.0,1.0,3,0.0
5,24,1.0,1.0,1.0,3,0.0
5,25,1.0,1.0,1.0,3,0.0
5,26,1.0,1.0,1.0,3,0.0
5,27,1.0,1.0,1.0,3,0.0
5,28,1.0,1.0,1.0,3,0.0
5,29,1.0,1.0,1.0,3,0.0
5,30,1.0,1.0,1.0,3,0.0
5,31,1.0,1.0,1.0,3,0.0
5,32,1.0,1.0,1.0,3,0.0
5,33,1.0,1.0,1.0,3,0.0
5,34,1.0,1.0,1.0,3,0.0
5,35,1.0,1.0,1.0,3,0.0
5,36,1.0,1.0,1.0,3,0.0
5,37,1.0,1.0,1.0,3,0.0
5,38,1.0,1.0,1.0,3,0.0
5,39,1.0,1.0,1.0,3,0.0
5,40,1.0,1.0,1.0,3,0.0
5,41,1.5,1.5,2.0,3,0.5
5,42,1.0,1.0,1.0,3,0.0
5,43,1.0,1.0,1.0,3,0.0
5,44,1.5,1.3,2.3,3,0.9999999999999998
5,45,4.5,4.2,4.5,3,0.2999999999999998
5,46,1.0,1.0,1.0,3,0.0
5,47,1.0,1.0,1.0,3,0.0
5,48,1.0,1.0,1.0,3,0.0
5,49,1.0,1.0,1.0,3,0.0
5,50,1.0,1.0,1.0,3,0.0
5,51,1.0,1.0,1.0,3,0.0
5,52,1.0,1.0,1.0,3,0.0
5,53,1.0,1.0,1.2,3,0.19999999999999996
5,54,1.2,1.0,1.3,3,0.30000000000000004
5,55,2.0,2.0,2.2,3,0.20000000000000018
5,56,1.0,1.0,1.0,3,0.0
5,57,1.5,1.5,2.0,3,0.5
5,58,1.0,1.0,1.3,3,0.30000000000000004
6,1,2.0,1.0,2.5,3,1.5
6,2,5.2,4.5,5.3,3,0.7999999999999998
6,3,1.5,1.0,1.5,3,0.5
6,4,3.5,3.2,3.5,3,0.2999999999999998
6,5,3.5,2.3,3.5,3,1.2000000000000002
6,6,2.2,2.0,2.5,3,0.5
6,7,3.0,3.0,3.0,3,0.0
6,8,4.0,3.8,4.0,3,0.20000000000000018
6,9,4.0,3.8,4.2,3,0.40000000000000036
6,10,3.5,3.5,3.5,3,0.0
6,11,4.2,4.0,4.2,3,0.20000000000000018
6,12,2.5,2.3,2.5,3,0.20000000000000018
6,13,2.5,2.0,2.5,3,0.5
6,14,4.5,3.5,4.5,3,1.0
6,15,4.0,3.9,4.2,3,0.30000000000000027
6,16,4.0,3.0,4.5,3,1.5
6,17,2.5,2.4,2.5,3,0.10000000000000009
6,18,1.0,1.0,1.0,3,0.0
6,19,1.5,1.2,1.8,3,0.6000000000000001
6,20,4.2,4.0,4.3,3,0.2999999999999998
6,21,2.3,2.0,2.5,3,0.5
6,22,1.0,1.0,1.0,3,0.0
6,23,1.0,1.0,1.0,3,0.0
6,24,1.0,1.0,1.0,3,0.0
6,25,1.0,1.0,1.0,3,0.0
6,26,1.0,1.0,1.0,3,0.0
6,27,1.0,1.0,1.0,3,0.0
6,28,1.0,1.0,1.0,3,0.0
6,29,1.0,1.0,1.0,3,0.0
6,30,1.0,1.0,1.0,3,0.0
6,31,1.0,1.0,1.0,3,0.0
6,32,1.0,1.0,1.0,3,0.0
6,33,1.0,1.0,1.0,3,0.0
6,34,1.0,1.0,1.0,3,0.0
6,35,1.0,1.0,1.0,3,0.0
6,36,1.0,1.0,1.0,3,0.0
6,37,1.0,1.0,1.0,3,0.0
6,38,1.0,1.0,1.0,3,0.0
6,39,1.0,1.0,1.0,3,0.0
6,40,1.0,1.0,1.0,3,0.0
6,41,1.0,1.0,1.0,3,0.0
6,42,1.0,1.0,1.0,3,0.0
6,43,1.0,1.0,1.0,3,0.0
6,44,1.0,1.0,1.0,3,0.0
6,45,1.0,1.0,1.0,3,0.0
6,46,1.0,1.0,1.0,3,0.0
6,47,1.0,1.0,1.0,3,0.0
6,48,1.0,1.0,1.0,3,0.0
6,49,1.0,1.0,1.0,3,0.0
6,50,1.0,1.0,1.0,3,0.0
6,51,1.0,1.0,1.0,3,0.0
6,52,1.0,1.0,1.0,3,0.0
6,53,2.5,2.5,2.5,3,0.0
6,54,1.0,1.0,1.0,3,0.0
6,55,1.2,1.2,1.2,3,0.0
6,56,1.0,1.0,1.3,3,0.30000000000000004
6,57,2.5,2.3,2.5,3,0.20000000000000018
6,58,2.0,1.5,2.0,3,0.5
7,1,1.5,1.5,1.5,3,0.0
7,2,5.5,5.4,5.5,3,0.09999999999999964
7,3,4.5,3.5,4.5,3,1.0
7,4,5.4,5.3,5.5,3,0.20000000000000018
7,5,5.5,5.5,5.5,3,0.0
7,6,4.5,4.3,4.5,3,0.20000000000000018
7,7,4.0,3.5,4.0,3,0.5
7,8,4.7,4.5,5.0,3,0.5
7,9,4.5,4.4,4.5,3,0.09999999999999964
7,10,4.5,4.0,4.5,3,0.5
7,11,5.2,5.0,5.5,3,0.5
7,12,4.5,4.2,4.5,3,0.2999999999999998
7,13,2.7,2.0,3.2,3,1.2000000000000002
7,14,5.5,4.5,5.5,3,1.0
7,15,4.2,4.0,4.3,3,0.2999999999999998
7,16,3.4,2.5,4.4,3,1.9000000000000004
7,17,2.2,2.0,2.2,3,0.20000000000000018
7,18,1.2,1.0,1.4,3,0.3999999999999999
7,19,2.0,2.0,2.3,3,0.2999999999999998
7,20,3.0,2.8,3.0,3,0.20000000000000018
7,21,2.5,2.4,3.0,3,0.6000000000000001
7,22,1.0,1.0,1.0,3,0.0
7,23,1.0,1.0,1.0,3,0.0
7,24,1.0,1.0,1.0,3,0.0
7,25,1.0,1.0,1.0,3,0.0
7,26,1.0,1.0,1.0,3,0.0
7,27,1.0,1.0,1.0,3,0.0
7,28,1.0,1.0,1.0,3,0.0
7,29,1.0,1.0,1.0,3,0.0
7,30,1.0,1.0,1.0,3,0.0
7,31,1.0,1.0,1.0,3,0.0
7,32,1.0,1.0,1.0,3,0.0
7,33,1.0,1.0,1.0,3,0.0
7,34,1.0,1.0,1.0,3,0.0
7,35,1.0,1.0,1.0,3,0.0
7,36,1.0,1.0,1.0,3,0.0
7,37,1.0,1.0,1.0,3,0.0
7,38,1.0,1.0,1.0,3,0.0
7,39,1.0,1.0,1.0,3,0.0
7,40,1.0,1.0,1.0,3,0.0
7,41,1.0,1.0,1.0,3,0.0
7,42,1.0,1.0,1.0,3,0.0
7,43,1.0,1.0,1.0,3,0.0
7,44,1.0,1.0,1.0,3,0.0
7,45,1.0,1.0,1.0,3,0.0
7,46,1.0,1.0,1.0,3,0.0
7,47,1.0,1.0,1.0,3,0.0
7,48,1.0,1.0,1.0,3,0.0
7,49,1.0,1.0,1.0,3,0.0
7,50,1.0,1.0,1.0,3,0.0
7,51,1.0,1.0,1.0,3,0.0
7,52,1.0,1.0,1.0,3,0.0
7,53,3.5,3.5,4.2,3,0.7000000000000002
7,54,1.5,1.5,2.0,3,0.5
7,55,3.5,3.5,4.0,3,0.5
7,56,2.5,2.0,2.5,3,0.5
7,57,4.2,4.2,4.5,3,0.2999999999999998
7,58,3.4,3.3,3.4,3,0.10000000000000009
8,1,2.0,1.5,3.2,3,1.7000000000000002
8,2,4.7,4.7,5.0,3,0.2999999999999998
8,3,2.5,2.2,3.5,3,1.2999999999999998
8,4,4.5,4.0,4.7,3,0.7000000000000002
8,5,2.0,2.0,2.5,3,0.5
8,6,2.4,2.3,2.5,3,0.20000000000000018
8,7,2.0,2.0,2.3,3,0.2999999999999998
8,8,3.5,3.5,3.5,3,0.0
8,9,2.8,2.4,3.0,3,0.6000000000000001
8,10,4.3,3.5,4.5,3,1.0
8,11,3.5,3.0,4.0,3,1.0
8,12,1.2,1.0,1.2,3,0.19999999999999996
8,13,1.2,1.0,1.5,3,0.5
8,14,4.7,4.5,5.5,3,1.0
8,15,3.5,3.4,3.9,3,0.5
8,16,2.5,2.2,2.5,3,0.2999999999999998
8,17,2.0,1.5,2.5,3,1.0
8,18,1.0,1.0,1.0,3,0.0
8,19,1.0,1.0,1.0,3,0.0
8,20,4.0,3.5,4.3,3,0.7999999999999998
8,21,2.5,2.2,2.5,3,0.2999999999999998
8,22,1.0,1.0,1.0,3,0.0
8,23,1.0,1.0,1.0,3,0.0
8,24,1.0,1.0,1.0,3,0.0
8,25,1.0,1.0,1.0,3,0.0
8,26,1.0,1.0,1.0,3,0.0
8,27,1.0,1.0,1.0,3,0.0
8,28,1.0,1.0,1.0,3,0.0
8,29,1.0,1.0,1.0,3,0.0
8,30,1.0,1.0,1.0,3,0.0
8,31,1.0,1.0,1.0,3,0.0
8,32,1.0,1.0,1.0,3,0.0
8,33,1.0,1.0,1.0,3,0.0
8,34,1.0,1.0,1.0,3,0.0
8,35,1.0,1.0,1.0,3,0.0
8,36,1.0,1.0,1.0,3,0.0
8,37,1.0,1.0,1.0,3,0.0
8,38,1.0,1.0,1.0,3,0.0
8,39,1.0,1.0,1.0,3,0.0
8,40,1.0,1.0,1.0,3,0.0
8,41,1.0,1.0,1.0,3,0.0
8,42,1.0,1.0,1.0,3,0.0
8,43,1.0,1.0,1.0,3,0.0
8,44,1.0,1.0,1.0,3,0.0
8,45,1.0,1.0,1.0,3,0.0
8,46,1.0,1.0,1.0,3,0.0
8,47,1.0,1.0,1.0,3,0.0
8,48,1.0,1.0,1.0,3,0.0
8,49,1.0,1.0,1.0,3,0.0
8,50,1.0,1.0,1.0,3,0.0
8,51,1.0,1.0,1.0,3,0.0
8,52,1.0,1.0,1.0,3,0.0
8,53,1.8,1.4,1.8,3,0.40000000000000013
8,54,1.2,1.0,1.2,3,0.19999999999999996
8,55,1.5,1.5,1.5,3,0.0
8,56,1.3,1.0,1.5,3,0.5
8,57,1.7,1.5,1.8,3,0.30000000000000004
8,58,1.3,1.2,1.5,3,0.30000000000000004
9,1,3.0,3.0,3.0,3,0.0
9,2,1.5,1.5,2.0,3,0.5
9,3,1.0,1.0,1.0,3,0.0
9,4,2.0,2.0,2.0,3,0.0
9,5,1.0,1.0,1.0,3,0.0
9,6,1.0,1.0,1.0,3,0.0
9,7,1.7,1.5,2.0,3,0.5
9,8,1.5,1.3,1.7,3,0.3999999999999999
9,9,1.5,1.5,1.5,3,0.0
9,10,3.4,3.0,3.5,3,0.5
9,11,1.8,1.5,2.0,3,0.5
9,12,1.0,1.0,1.0,3,0.0
9,13,1.0,1.0,1.0,3,0.0
9,14,3.0,1.8,3.2,3,1.4000000000000001
9,15,4.0,3.9,4.0,3,0.10000000000000009
9,16,4.0,4.0,4.3,3,0.2999999999999998
9,17,1.5,1.5,2.0,3,0.5
9,18,1.0,1.0,1.0,3,0.0
9,19,1.0,1.0,1.0,3,0.0
9,20,4.0,4.0,4.0,3,0.0
9,21,2.5,2.5,2.7,3,0.20000000000000018
9,22,1.0,1.0,1.0,3,0.0
9,23,1.0,1.0,1.0,3,0.0
9,24,1.0,1.0,1.0,3,0.0
9,25,1.0,1.0,1.0,3,0.0
9,26,1.0,1.0,1.0,3,0.0
9,27,1.0,1.0,1.0,3,0.0
9,28,1.0,1.0,1.0,3,0.0
9,29,1.0,1.0,1.0,3,0.0
9,30,1.0,1.0,1.0,3,0.0
9,31,1.0,1.0,1.0,3,0.0
9,32,1.0,1.0,1.0,3,0.0
9,33,1.0,1.0,1.0,3,0.0
9,34,1.0,1.0,1.0,3,0.0
9,35,1.0,1.0,1.0,3,0.0
9,36,1.0,1.0,1.0,3,0.0
9,37,1.0,1.0,1.0,3,0.0
9,38,1.0,1.0,1.0,3,0.0
9,39,1.0,1.0,1.0,3,0.0
9,40,1.0,1.0,1.0,3,0.0
9,41,1.0,1.0,1.0,3,0.0
9,42,1.0,1.0,1.0,3,0.0
9,43,1.0,1.0,1.0,3,0.0
9,44,1.0,1.0,1.0,3,0.0
9,45,1.0,1.0,1.0,3,0.0
9,46,1.0,1.0,1.0,3,0.0
9,47,1.0,1.0,1.0,3,0.0
9,48,2.5,2.5,2.5,3,0.0
9,49,4.2,4.0,4.2,3,0.20000000000000018
9,50,2.2,2.0,2.3,3,0.2999999999999998
9,51,5.0,4.5,5.5,3,1.0
9,52,1.0,1.0,1.0,3,0.0
9,53,1.2,1.2,1.3,3,0.10000000000000009
9,54,1.0,1.0,1.0,3,0.0
9,55,1.0,1.0,1.0,3,0.0
9,56,1.0,1.0,1.0,3,0.0
9,57,1.0,1.0,1.0,3,0.0
9,58,1.0,1.0,1.0,3,0.0
10,1,3.5,3.5,4.0,3,0.5
10,2,5.5,5.5,5.5,3,0.0
10,3,2.5,2.5,3.0,3,0.5
10,4,5.0,4.5,5.2,3,0.7000000000000002
10,5,5.5,5.5,5.8,3,0.2999999999999998
10,6,3.4,3.4,3.5,3,0.10000000000000009
10,7,3.5,3.5,4.0,3,0.5
10,8,5.0,4.7,5.0,3,0.2999999999999998
10,9,4.4,4.3,4.4,3,0.10000000000000053
10,10,4.5,4.5,5.0,3,0.5
10,11,5.0,5.0,5.3,3,0.2999999999999998
10,12,5.2,5.0,5.2,3,0.20000000000000018
10,13,6.0,5.5,6.0,3,0.5
10,14,6.0,5.8,6.0,3,0.20000000000000018
10,15,4.3,4.3,4.5,3,0.20000000000000018
10,16,4.0,3.5,4.3,3,0.7999999999999998
10,17,4.5,4.0,4.5,3,0.5
10,18,1.5,1.0,1.5,3,0.5
10,19,3.0,2.5,3.2,3,0.7000000000000002
10,20,4.5,4.5,4.5,3,0.0
10,21,3.5,3.5,4.0,3,0.5
10,22,1.0,1.0,1.0,3,0.0
10,23,1.0,1.0,1.0,3,0.0
10,24,1.0,1.0,1.0,3,0.0
10,25,1.0,1.0,1.2,3,0.19999999999999996
10,26,1.0,1.0,1.0,3,0.0
10,27,1.0,1.0,1.0,3,0.0
10,28,1.0,1.0,1.0,3,0.0
10,29,1.0,1.0,1.0,3,0.0
10,30,1.0,1.0,1.0,3,0.0
10,31,1.0,1.0,1.0,3,0.0
10,32,1.0,1.0,1.0,3,0.0
10,33,1.0,1.0,1.0,3,0.0
10,34,1.0,1.0,1.0,3,0.0
10,35,1.0,1.0,1.0,3,0.0
10,36,1.0,1.0,1.0,3,0.0
10,37,1.0,1.0,1.0,3,0.0
10,38,1.0,1.0,1.0,3,0.0
10,39,1.0,1.0,1.0,3,0.0
10,40,1.0,1.0,1.0,3,0.0
10,41,3.5,3.5,4.5,3,1.0
10,42,1.0,1.0,1.0,3,0.0
10,43,1.0,1.0,1.0,3,0.0
10,44,1.0,1.0,1.0,3,0.0
10,45,2.5,1.5,3.5,3,2.0
10,46,1.0,1.0,1.0,3,0.0
10,47,1.0,1.0,1.0,3,0.0
10,48,1.0,1.0,1.0,3,0.0
10,49,1.0,1.0,1.0,3,0.0
10,50,1.0,1.0,1.0,3,0.0
10,51,3.0,2.5,3.2,3,0.7000000000000002
10,52,1.5,1.0,1.7,3,0.7
10,53,2.2,2.2,2.2,3,0.0
10,54,2.7,2.5,2.8,3,0.2999999999999998
10,55,2.5,2.4,2.5,3,0.10000000000000009
10,56,2.2,2.2,2.2,3,0.0
10,57,3.5,3.5,4.0,3,0.5
10,58,3.5,3.5,3.5,3,0.0
11,1,2.5,2.0,3.0,3,1.0
11,2,5.7,5.5,5.8,3,0.2999999999999998
11,3,4.0,1.0,4.0,3,3.0
11,4,5.2,5.1,5.2,3,0.10000000000000053
11,5,5.2,5.2,5.5,3,0.2999999999999998
11,6,4.5,4.5,4.7,3,0.20000000000000018
11,7,4.3,4.3,4.5,3,0.20000000000000018
11,8,5.5,5.5,5.7,3,0.20000000000000018
11,9,4.8,4.8,5.0,3,0.20000000000000018
11,10,5.0,4.5,5.0,3,0.5
11,11,5.5,5.3,5.5,3,0.20000000000000018
11,12,5.5,5.5,5.5,3,0.0
11,13,5.5,5.5,5.5,3,0.0
11,14,5.5,5.5,5.5,3,0.0
11,15,4.0,4.0,4.2,3,0.20000000000000018
11,16,3.8,3.5,4.3,3,0.7999999999999998
11,17,2.0,2.0,2.5,3,0.5
11,18,1.2,1.0,1.5,3,0.5
11,19,3.0,3.0,3.5,3,0.5
11,20,5.0,4.7,5.0,3,0.2999999999999998
11,21,2.2,2.0,2.2,3,0.20000000000000018
