ai_app_id,ability_id,r,r_mean,r_sd,r_min,r_max,n,r_range
1,34,0.0,0.0,0.0,0.0,0.0,3,0.0
1,35,0.0,0.0,0.0,0.0,0.0,3,0.0
1,36,0.0,0.0,0.0,0.0,0.0,3,0.0
1,37,0.0,0.0,0.0,0.0,0.0,3,0.0
1,38,0.0,0.0,0.0,0.0,0.0,3,0.0
1,39,0.0,0.0,0.0,0.0,0.0,3,0.0
1,40,0.0,0.0,0.0,0.0,0.0,3,0.0
1,41,0.05,0.06,0.0360555127546399,0.03,0.1,3,0.07
1,42,0.0,0.0,0.0,0.0,0.0,3,0.0
1,43,0.0,0.0,0.0,0.0,0.0,3,0.0
1,44,0.02,0.013333333333333334,0.011547005383792516,0.0,0.02,3,0.02
1,45,0.03,0.02,0.017320508075688773,0.0,0.03,3,0.03
1,46,0.0,0.0,0.0,0.0,0.0,3,0.0
1,47,0.0,0.0,0.0,0.0,0.0,3,0.0
1,48,0.0,0.0,0.0,0.0,0.0,3,0.0
1,49,0.0,0.01,0.017320508075688773,0.0,0.03,3,0.03
1,50,0.0,0.0,0.0,0.0,0.0,3,0.0
1,51,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
1,52,0.0,0.0,0.0,0.0,0.0,3,0.0
1,53,0.05,0.043333333333333335,0.011547005383792518,0.03,0.05,3,0.020000000000000004
1,54,0.3,0.2333333333333333,0.16072751268321592,0.05,0.35,3,0.3
1,55,0.02,0.023333333333333334,0.005773502691896256,0.02,0.03,3,0.009999999999999998
1,56,0.1,0.08333333333333333,0.028867513459481284,0.05,0.1,3,0.05
1,57,0.15,0.15,0.0,0.15,0.15,3,0.0
1,58,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
2,1,0.05,0.043333333333333335,0.011547005383792518,0.03,0.05,3,0.020000000000000004
2,2,0.05,0.06666666666666667,0.02886751345948129,0.05,0.1,3,0.05
2,3,0.03,0.02,0.017320508075688773,0.0,0.03,3,0.03
2,4,0.02,0.023333333333333334,0.005773502691896258,0.02,0.03,3,0.009999999999999998
2,5,0.2,0.19999999999999998,0.05000000000000002,0.15,0.25,3,0.1
2,6,0.3,0.2833333333333333,0.02886751345948128,0.25,0.3,3,0.04999999999999999
2,7,0.6,0.7000000000000001,0.2645751311064591,0.5,1.0,3,0.5
2,8,0.75,0.6666666666666666,0.14433756729740646,0.5,0.75,3,0.25
2,9,0.65,0.61,0.09643650760992958,0.5,0.68,3,0.18000000000000005
2,10,0.7,0.68,0.05291502622129178,0.62,0.72,3,0.09999999999999998
2,11,0.45,0.39999999999999997,0.08660254037844388,0.3,0.45,3,0.15000000000000002
2,12,0.2,0.19999999999999998,0.05000000000000002,0.15,0.25,3,0.1
2,13,0.15,0.15,0.0,0.15,0.15,3,0.0
2,14,0.5,0.4666666666666666,0.05773502691896256,0.4,0.5,3,0.09999999999999998
2,15,0.75,0.75,0.0,0.75,0.75,3,0.0
2,16,0.7,0.7000000000000001,0.019999999999999934,0.68,0.72,3,0.039999999999999925
2,17,0.75,0.75,0.0,0.75,0.75,3,0.0
2,18,0.72,0.7200000000000001,0.0,0.72,0.72,3,0.0
2,19,0.75,0.75,0.0,0.75,0.75,3,0.0
2,20,0.72,0.7466666666666667,0.04618802153517011,0.72,0.8,3,0.08000000000000007
2,21,0.75,0.75,0.0,0.75,0.75,3,0.0
2,22,0.3,0.2333333333333333,0.2081665999466133,0.0,0.4,3,0.4
2,23,0.75,0.5166666666666667,0.40414518843273806,0.05,0.75,3,0.7
2,24,0.65,0.45333333333333337,0.36692415201691664,0.03,0.68,3,0.65
2,25,0.75,0.5833333333333334,0.28867513459481287,0.25,0.75,3,0.5
2,26,0.5,0.4000000000000001,0.21794494717703372,0.15,0.55,3,0.4
2,27,0.78,0.7600000000000001,0.052915026221291864,0.7,0.8,3,0.10000000000000009
2,28,0.73,0.66,0.13892443989449804,0.5,0.75,3,0.25
2,29,0.75,0.75,0.050000000000000044,0.7,0.8,3,0.10000000000000009
2,30,0.7,0.5066666666666667,0.33486315612998296,0.12,0.7,3,0.58
2,31,0.3,0.21666666666666667,0.14433756729740646,0.05,0.3,3,0.25
2,32,0.0,0.0,0.0,0.0,0.0,3,0.0
2,33,0.0,0.0,0.0,0.0,0.0,3,0.0
2,34,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
2,35,0.0,0.0,0.0,0.0,0.0,3,0.0
2,36,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
2,37,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
2,38,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
2,39,0.0,0.0,0.0,0.0,0.0,3,0.0
2,40,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
2,41,0.55,0.5333333333333333,0.028867513459481298,0.5,0.55,3,0.050000000000000044
2,42,0.05,0.043333333333333335,0.011547005383792518,0.03,0.05,3,0.020000000000000004
2,43,0.25,0.2333333333333333,0.02886751345948128,0.2,0.25,3,0.04999999999999999
2,44,0.5,0.4166666666666667,0.18929694486000914,0.2,0.55,3,0.35000000000000003
2,45,0.25,0.2333333333333333,0.02886751345948128,0.2,0.25,3,0.04999999999999999
2,46,0.02,0.023333333333333334,0.005773502691896258,0.02,0.03,3,0.009999999999999998
2,47,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
2,48,0.05,0.043333333333333335,0.011547005383792518,0.03,0.05,3,0.020000000000000004
2,49,0.12,0.09666666666666666,0.0404145188432738,0.05,0.12,3,0.06999999999999999
2,50,0.05,0.043333333333333335,0.011547005383792518,0.03,0.05,3,0.020000000000000004
2,51,0.0,0.016666666666666666,0.02886751345948129,0.0,0.05,3,0.05
2,52,0.0,0.0,0.0,0.0,0.0,3,0.0
2,53,0.15,0.16666666666666666,0.0288675134594813,0.15,0.2,3,0.05000000000000002
2,54,0.5,0.5166666666666667,0.07637626158259733,0.45,0.6,3,0.14999999999999997
2,55,0.03,0.02666666666666667,0.025166114784235832,0.0,0.05,3,0.05
2,56,0.07,0.07333333333333335,0.025166114784235832,0.05,0.1,3,0.05
2,57,0.1,0.08333333333333333,0.02886751345948129,0.05,0.1,3,0.05
2,58,0.02,0.016666666666666666,0.015275252316519466,0.0,0.03,3,0.03
3,1,0.05,0.03333333333333333,0.02886751345948129,0.0,0.05,3,0.05
3,2,0.15,0.16666666666666666,0.07637626158259733,0.1,0.25,3,0.15
3,3,0.03,0.02666666666666667,0.005773502691896256,0.02,0.03,3,0.009999999999999998
3,4,0.1,0.08333333333333333,0.028867513459481284,0.05,0.1,3,0.05
3,5,0.1,0.09333333333333334,0.011547005383792518,0.08,0.1,3,0.020000000000000004
3,6,0.1,0.11,0.017320508075688773,0.1,0.13,3,0.03
3,7,0.4,0.43333333333333335,0.05773502691896256,0.4,0.5,3,0.09999999999999998
3,8,0.2,0.19999999999999998,0.05000000000000001,0.15,0.25,3,0.1
3,9,0.35,0.35000000000000003,0.05000000000000001,0.3,0.4,3,0.10000000000000003
3,10,0.3,0.3333333333333333,0.0577350269189626,0.3,0.4,3,0.10000000000000003
3,11,0.75,0.75,0.0,0.75,0.75,3,0.0
3,12,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
3,13,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
3,14,0.3,0.31666666666666665,0.07637626158259735,0.25,0.4,3,0.15000000000000002
3,15,0.8,0.7833333333333333,0.028867513459481298,0.75,0.8,3,0.050000000000000044
3,16,0.75,0.7933333333333333,0.07505553499465135,0.75,0.88,3,0.13
3,17,0.78,0.7766666666666667,0.025166114784235843,0.75,0.8,3,0.050000000000000044
3,18,0.5,0.5,0.050000000000000024,0.45,0.55,3,0.10000000000000003
3,19,0.4,0.3666666666666667,0.057735026918962595,0.3,0.4,3,0.10000000000000003
3,20,0.4,0.39999999999999997,0.10000000000000003,0.3,0.5,3,0.2
3,21,0.25,0.21666666666666667,0.05773502691896258,0.15,0.25,3,0.1
3,22,0.0,0.0,0.0,0.0,0.0,3,0.0
3,23,0.05,0.043333333333333335,0.011547005383792518,0.03,0.05,3,0.020000000000000004
3,24,0.0,0.0,0.0,0.0,0.0,3,0.0
3,25,0.1,0.10000000000000002,0.0,0.1,0.1,3,0.0
3,26,0.0,0.0,0.0,0.0,0.0,3,0.0
3,27,0.2,0.20000000000000004,0.0,0.2,0.2,3,0.0
3,28,0.1,0.11,0.03605551275463989,0.08,0.15,3,0.06999999999999999
3,29,0.25,0.25,0.0,0.25,0.25,3,0.0
3,30,0.0,0.0,0.0,0.0,0.0,3,0.0
3,31,0.0,0.0,0.0,0.0,0.0,3,0.0
3,32,0.0,0.0,0.0,0.0,0.0,3,0.0
3,33,0.0,0.0,0.0,0.0,0.0,3,0.0
3,34,0.0,0.0,0.0,0.0,0.0,3,0.0
3,35,0.0,0.0,0.0,0.0,0.0,3,0.0
3,36,0.0,0.0,0.0,0.0,0.0,3,0.0
3,37,0.0,0.0,0.0,0.0,0.0,3,0.0
3,38,0.0,0.0,0.0,0.0,0.0,3,0.0
3,39,0.03,0.02,0.01732050807568877,0.0,0.03,3,0.03
3,40,0.03,0.02666666666666667,0.025166114784235832,0.0,0.05,3,0.05
3,41,0.97,0.9566666666666667,0.0513160143944688,0.9,1.0,3,0.09999999999999998
3,42,0.9,0.8666666666666667,0.10408329997330668,0.75,0.95,3,0.19999999999999996
3,43,0.75,0.7166666666666667,0.10408329997330663,0.6,0.8,3,0.20000000000000007
3,44,0.95,0.8166666666666668,0.27537852736430507,0.5,1.0,3,0.5
3,45,1.0,1.0,0.0,1.0,1.0,3,0.0
3,46,0.85,0.8166666666666668,0.05773502691896258,0.75,0.85,3,0.09999999999999998
3,47,1.0,1.0,0.0,1.0,1.0,3,0.0
3,48,0.0,0.01,0.01732050807568877,0.0,0.03,3,0.03
3,49,0.03,0.02,0.017320508075688773,0.0,0.03,3,0.03
3,50,0.02,0.013333333333333334,0.011547005383792516,0.0,0.02,3,0.02
3,51,0.05,0.043333333333333335,0.011547005383792518,0.03,0.05,3,0.020000000000000004
3,52,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
3,53,0.15,0.18333333333333335,0.05773502691896258,0.15,0.25,3,0.1
3,54,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
3,55,0.05,0.043333333333333335,0.011547005383792518,0.03,0.05,3,0.020000000000000004
3,56,0.02,0.02,0.0,0.02,0.02,3,0.0
3,57,0.05,0.07333333333333333,0.040414518843273795,0.05,0.12,3,0.06999999999999999
3,58,0.03,0.03666666666666667,0.011547005383792518,0.03,0.05,3,0.020000000000000004
4,1,0.25,0.18333333333333335,0.11547005383792514,0.05,0.25,3,0.2
4,2,0.68,0.66,0.052915026221291774,0.6,0.7,3,0.09999999999999998
4,3,0.3,0.24333333333333332,0.14364307617610161,0.08,0.35,3,0.26999999999999996
4,4,0.5,0.5166666666666667,0.07637626158259736,0.45,0.6,3,0.14999999999999997
4,5,0.75,0.7399999999999999,0.017320508075688787,0.72,0.75,3,0.030000000000000027
4,6,0.6,0.5666666666666667,0.05773502691896253,0.5,0.6,3,0.09999999999999998
4,7,0.55,0.5499999999999999,0.04999999999999993,0.5,0.6,3,0.09999999999999998
4,8,0.65,0.6333333333333333,0.028867513459481298,0.6,0.65,3,0.050000000000000044
4,9,0.7,0.6666666666666666,0.057735026918962595,0.6,0.7,3,0.09999999999999998
4,10,0.55,0.5666666666666668,0.07637626158259736,0.5,0.65,3,0.15000000000000002
4,11,0.75,0.75,0.0,0.75,0.75,3,0.0
4,12,0.35,0.35000000000000003,0.050000000000000024,0.3,0.4,3,0.10000000000000003
4,13,0.25,0.2333333333333333,0.02886751345948128,0.2,0.25,3,0.04999999999999999
4,14,0.4,0.39999999999999997,0.10000000000000002,0.3,0.5,3,0.2
4,15,0.75,0.7666666666666666,0.028867513459481322,0.75,0.8,3,0.050000000000000044
4,16,0.85,0.8333333333333334,0.028867513459481266,0.8,0.85,3,0.04999999999999993
4,17,0.72,0.73,0.017320508075688787,0.72,0.75,3,0.030000000000000027
4,18,0.5,0.5333333333333333,0.05773502691896255,0.5,0.6,3,0.09999999999999998
4,19,0.5,0.5,0.0,0.5,0.5,3,0.0
4,20,0.4,0.3833333333333333,0.07637626158259737,0.3,0.45,3,0.15000000000000002
4,21,0.45,0.4166666666666667,0.10408329997330662,0.3,0.5,3,0.2
4,22,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
4,23,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
4,24,0.0,0.0,0.0,0.0,0.0,3,0.0
4,25,0.03,0.03666666666666667,0.011547005383792518,0.03,0.05,3,0.020000000000000004
4,26,0.0,0.0,0.0,0.0,0.0,3,0.0
4,27,0.05,0.06,0.017320508075688773,0.05,0.08,3,0.03
4,28,0.0,0.0,0.0,0.0,0.0,3,0.0
4,29,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
4,30,0.0,0.0,0.0,0.0,0.0,3,0.0
4,31,0.0,0.0,0.0,0.0,0.0,3,0.0
4,32,0.0,0.0,0.0,0.0,0.0,3,0.0
4,33,0.0,0.0,0.0,0.0,0.0,3,0.0
4,34,0.0,0.0,0.0,0.0,0.0,3,0.0
4,35,0.0,0.0,0.0,0.0,0.0,3,0.0
4,36,0.0,0.0,0.0,0.0,0.0,3,0.0
4,37,0.0,0.0,0.0,0.0,0.0,3,0.0
4,38,0.0,0.0,0.0,0.0,0.0,3,0.0
4,39,0.0,0.0,0.0,0.0,0.0,3,0.0
4,40,0.0,0.0,0.0,0.0,0.0,3,0.0
4,41,0.9,0.9166666666666666,0.07637626158259736,0.85,1.0,3,0.15000000000000002
4,42,0.75,0.7833333333333333,0.10408329997330665,0.7,0.9,3,0.20000000000000007
4,43,0.5,0.5499999999999999,0.18027756377319942,0.4,0.75,3,0.35
4,44,1.0,0.9,0.17320508075688776,0.7,1.0,3,0.30000000000000004
4,45,1.0,1.0,0.0,1.0,1.0,3,0.0
4,46,0.5,0.5166666666666667,0.028867513459481298,0.5,0.55,3,0.050000000000000044
4,47,0.55,0.5833333333333334,0.1040832999733066,0.5,0.7,3,0.19999999999999996
4,48,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
4,49,0.03,0.03333333333333333,0.015275252316519468,0.02,0.05,3,0.030000000000000002
4,50,0.02,0.016666666666666666,0.015275252316519466,0.0,0.03,3,0.03
4,51,0.1,0.11,0.08544003745317531,0.03,0.2,3,0.17
4,52,0.05,0.03333333333333333,0.02886751345948129,0.0,0.05,3,0.05
4,53,0.35,0.35000000000000003,0.050000000000000024,0.3,0.4,3,0.10000000000000003
4,54,0.1,0.08333333333333333,0.02886751345948129,0.05,0.1,3,0.05
4,55,0.12,0.10666666666666667,0.05131601439446884,0.05,0.15,3,0.09999999999999999
4,56,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
4,57,0.3,0.2833333333333333,0.02886751345948129,0.25,0.3,3,0.04999999999999999
4,58,0.2,0.18333333333333335,0.02886751345948131,0.15,0.2,3,0.05000000000000002
5,1,0.05,0.06666666666666667,0.07637626158259733,0.0,0.15,3,0.15
5,2,0.5,0.5,0.0,0.5,0.5,3,0.0
5,3,0.25,0.21666666666666667,0.10408329997330665,0.1,0.3,3,0.19999999999999998
5,4,0.5,0.5,0.0,0.5,0.5,3,0.0
5,5,0.75,0.75,0.0,0.75,0.75,3,0.0
5,6,0.75,0.8166666666666668,0.16072751268321592,0.7,1.0,3,0.30000000000000004
5,7,0.2,0.2333333333333333,0.05773502691896256,0.2,0.3,3,0.09999999999999998
5,8,0.3,0.3333333333333333,0.05773502691896258,0.3,0.4,3,0.10000000000000003
5,9,0.4,0.35000000000000003,0.08660254037844388,0.25,0.4,3,0.15000000000000002
5,10,0.4,0.4166666666666667,0.07637626158259735,0.35,0.5,3,0.15000000000000002
5,11,0.45,0.5,0.08660254037844387,0.45,0.6,3,0.14999999999999997
5,12,0.5,0.5,0.0,0.5,0.5,3,0.0
5,13,0.15,0.13333333333333333,0.02886751345948128,0.1,0.15,3,0.04999999999999999
5,14,0.25,0.25,0.04999999999999999,0.2,0.3,3,0.09999999999999998
5,15,0.5,0.4166666666666667,0.14433756729740643,0.25,0.5,3,0.25
5,16,0.45,0.3833333333333333,0.1607275126832159,0.2,0.5,3,0.3
5,17,0.38,0.31,0.13892443989449807,0.15,0.4,3,0.25
5,18,0.3,0.3,0.15000000000000002,0.15,0.45,3,0.30000000000000004
5,19,1.0,0.9333333333333332,0.11547005383792512,0.8,1.0,3,0.19999999999999996
5,20,0.08,0.11,0.07937253933193772,0.05,0.2,3,0.15000000000000002
5,21,0.15,0.15,0.1,0.05,0.25,3,0.2
5,22,0.0,0.0,0.0,0.0,0.0,3,0.0
5,23,0.0,0.0,0.0,0.0,0.0,3,0.0
5,24,0.0,0.0,0.0,0.0,0.0,3,0.0
5,25,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
5,26,0.0,0.0,0.0,0.0,0.0,3,0.0
5,27,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
5,28,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
5,29,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
5,30,0.0,0.0,0.0,0.0,0.0,3,0.0
5,31,0.0,0.0,0.0,0.0,0.0,3,0.0
5,32,0.0,0.0,0.0,0.0,0.0,3,0.0
5,33,0.0,0.0,0.0,0.0,0.0,3,0.0
5,34,0.0,0.0,0.0,0.0,0.0,3,0.0
5,35,0.0,0.0,0.0,0.0,0.0,3,0.0
5,36,0.0,0.0,0.0,0.0,0.0,3,0.0
5,37,0.0,0.0,0.0,0.0,0.0,3,0.0
5,38,0.0,0.0,0.0,0.0,0.0,3,0.0
5,39,0.0,0.0,0.0,0.0,0.0,3,0.0
5,40,0.0,0.0,0.0,0.0,0.0,3,0.0
5,41,0.2,0.2833333333333333,0.18929694486000911,0.15,0.5,3,0.35
5,42,0.1,0.13999999999999999,0.14422205101855956,0.02,0.3,3,0.27999999999999997
5,43,0.0,0.049999999999999996,0.08660254037844387,0.0,0.15,3,0.15
5,44,0.2,0.26666666666666666,0.20816659994661327,0.1,0.5,3,0.4
5,45,0.45,0.4166666666666667,0.10408329997330663,0.3,0.5,3,0.2
5,46,0.0,0.03333333333333333,0.05773502691896258,0.0,0.1,3,0.1
5,47,0.0,0.016666666666666666,0.02886751345948129,0.0,0.05,3,0.05
5,48,0.0,0.0,0.0,0.0,0.0,3,0.0
5,49,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
5,50,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
5,51,0.02,0.013333333333333334,0.011547005383792516,0.0,0.02,3,0.02
5,52,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
5,53,0.1,0.08333333333333333,0.02886751345948129,0.05,0.1,3,0.05
5,54,0.02,0.04666666666666667,0.046188021535170064,0.02,0.1,3,0.08
5,55,0.25,0.26,0.017320508075688787,0.25,0.28,3,0.030000000000000027
5,56,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
5,57,0.25,0.2833333333333333,0.05773502691896256,0.25,0.35,3,0.09999999999999998
5,58,0.05,0.06666666666666667,0.02886751345948129,0.05,0.1,3,0.05
6,1,0.4,0.4166666666666667,0.12583057392117922,0.3,0.55,3,0.25000000000000006
6,2,1.0,0.9933333333333333,0.011547005383792533,0.98,1.0,3,0.020000000000000018
6,3,0.25,0.19999999999999998,0.1322875655532295,0.05,0.3,3,0.25
6,4,0.5,0.5,0.0,0.5,0.5,3,0.0
6,5,0.5,0.48333333333333334,0.028867513459481298,0.45,0.5,3,0.04999999999999999
6,6,0.5,0.5,0.0,0.5,0.5,3,0.0
6,7,0.45,0.45,0.04999999999999999,0.4,0.5,3,0.09999999999999998
6,8,1.0,0.9666666666666667,0.05773502691896255,0.9,1.0,3,0.09999999999999998
6,9,1.0,0.9833333333333334,0.028867513459481322,0.95,1.0,3,0.050000000000000044
6,10,0.5,0.5833333333333334,0.14433756729740646,0.5,0.75,3,0.25
6,11,0.5,0.4666666666666666,0.05773502691896256,0.4,0.5,3,0.09999999999999998
6,12,0.35,0.3833333333333333,0.10408329997330663,0.3,0.5,3,0.2
6,13,0.2,0.18333333333333335,0.0288675134594813,0.15,0.2,3,0.05000000000000002
6,14,0.45,0.4166666666666667,0.10408329997330663,0.3,0.5,3,0.2
6,15,0.5,0.4666666666666666,0.1527525231651947,0.3,0.6,3,0.3
6,16,0.3,0.3666666666666667,0.11547005383792516,0.3,0.5,3,0.2
6,17,0.25,0.25,0.09999999999999998,0.15,0.35,3,0.19999999999999998
6,18,0.03,0.02,0.017320508075688773,0.0,0.03,3,0.03
6,19,0.1,0.08333333333333333,0.02886751345948129,0.05,0.1,3,0.05
6,20,0.35,0.3666666666666667,0.12583057392117916,0.25,0.5,3,0.25
6,21,0.25,0.25,0.04999999999999999,0.2,0.3,3,0.09999999999999998
6,22,0.0,0.0,0.0,0.0,0.0,3,0.0
6,23,0.0,0.0,0.0,0.0,0.0,3,0.0
6,24,0.0,0.0,0.0,0.0,0.0,3,0.0
6,25,0.0,0.0,0.0,0.0,0.0,3,0.0
6,26,0.0,0.0,0.0,0.0,0.0,3,0.0
6,27,0.0,0.0,0.0,0.0,0.0,3,0.0
6,28,0.0,0.0,0.0,0.0,0.0,3,0.0
6,29,0.0,0.0,0.0,0.0,0.0,3,0.0
6,30,0.0,0.0,0.0,0.0,0.0,3,0.0
6,31,0.0,0.0,0.0,0.0,0.0,3,0.0
6,32,0.0,0.0,0.0,0.0,0.0,3,0.0
6,33,0.0,0.0,0.0,0.0,0.0,3,0.0
6,34,0.0,0.0,0.0,0.0,0.0,3,0.0
6,35,0.0,0.0,0.0,0.0,0.0,3,0.0
6,36,0.0,0.0,0.0,0.0,0.0,3,0.0
6,37,0.0,0.0,0.0,0.0,0.0,3,0.0
6,38,0.0,0.0,0.0,0.0,0.0,3,0.0
6,39,0.0,0.0,0.0,0.0,0.0,3,0.0
6,40,0.0,0.0,0.0,0.0,0.0,3,0.0
6,41,0.05,0.03333333333333333,0.02886751345948129,0.0,0.05,3,0.05
6,42,0.0,0.0,0.0,0.0,0.0,3,0.0
6,43,0.0,0.0,0.0,0.0,0.0,3,0.0
6,44,0.0,0.0,0.0,0.0,0.0,3,0.0
6,45,0.0,0.0,0.0,0.0,0.0,3,0.0
6,46,0.0,0.0,0.0,0.0,0.0,3,0.0
6,47,0.0,0.0,0.0,0.0,0.0,3,0.0
6,48,0.0,0.0,0.0,0.0,0.0,3,0.0
6,49,0.0,0.006666666666666667,0.011547005383792516,0.0,0.02,3,0.02
6,50,0.0,0.0,0.0,0.0,0.0,3,0.0
6,51,0.15,0.15,0.05000000000000001,0.1,0.2,3,0.1
6,52,0.02,0.023333333333333334,0.025166114784235832,0.0,0.05,3,0.05
6,53,0.2,0.21666666666666667,0.02886751345948128,0.2,0.25,3,0.04999999999999999
6,54,0.05,0.06666666666666667,0.028867513459481294,0.05,0.1,3,0.05
6,55,0.25,0.2333333333333333,0.02886751345948128,0.2,0.25,3,0.04999999999999999
6,56,0.2,0.19999999999999998,0.05,0.15,0.25,3,0.1
6,57,0.35,0.3333333333333333,0.028867513459481298,0.3,0.35,3,0.04999999999999999
6,58,0.2,0.21666666666666667,0.02886751345948128,0.2,0.25,3,0.04999999999999999
7,1,0.4,0.3666666666666667,0.057735026918962595,0.3,0.4,3,0.10000000000000003
7,2,0.95,0.9500000000000001,0.04999999999999993,0.9,1.0,3,0.09999999999999998
7,3,0.5,0.4833333333333334,0.07637626158259735,0.4,0.55,3,0.15000000000000002
7,4,0.97,0.9733333333333333,0.025166114784235843,0.95,1.0,3,0.050000000000000044
7,5,0.9,0.8833333333333333,0.07637626158259735,0.8,0.95,3,0.1499999999999999
7,6,0.75,0.75,0.0,0.75,0.75,3,0.0
7,7,0.55,0.5666666666666668,0.028867513459481256,0.55,0.6,3,0.04999999999999993
7,8,0.75,0.75,0.0,0.75,0.75,3,0.0
7,9,0.75,0.75,0.0,0.75,0.75,3,0.0
7,10,0.75,0.75,0.0,0.75,0.75,3,0.0
7,11,0.95,0.89,0.14933184523068077,0.72,1.0,3,0.28
7,12,0.65,0.6266666666666667,0.06806859285554047,0.55,0.68,3,0.13
7,13,0.3,0.25,0.18027756377319948,0.05,0.4,3,0.35000000000000003
7,14,0.65,0.6,0.08660254037844387,0.5,0.65,3,0.15000000000000002
7,15,0.5,0.5499999999999999,0.18027756377319942,0.4,0.75,3,0.35
7,16,0.25,0.35000000000000003,0.21794494717703367,0.2,0.6,3,0.39999999999999997
7,17,0.2,0.18333333333333335,0.07637626158259733,0.1,0.25,3,0.15
7,18,0.05,0.05000000000000001,0.0,0.05,0.05,3,0.0
7,19,0.2,0.18333333333333335,0.0288675134594813,0.15,0.2,3,0.05000000000000002
7,20,0.3,0.25,0.08660254037844387,0.15,0.3,3,0.15
7,21,0.3,0.2833333333333333,0.02886751345948129,0.25,0.3,3,0.04999999999999999
7,22,0.0,0.0,0.0,0.0,0.0,3,0.0
